HPNR,Leistungstyp,Heilmittelbereich,Leistungserbringer,Grundlage,Leistungsart,Leistung,gültig ab,gültig bis,Eigentümer
19912,Heilmittel,,"Masseur, Masseur und med. Bademeister",,Hausbesuch/Wegegeld,Öffentliche Verkehrsmittel,1900-01-01,9999-12-31,
29912,Heilmittel,,Krankengymnast/ Physiotherapeut,,Hausbesuch/Wegegeld,Öffentliche Verkehrsmittel,1900-01-01,9999-12-31,
39912,Heilmittel,,"Logopäde/ Sprachtherapeut/ Atem-, Sprech- und Stimmlehrer",,Hausbesuch/Wegegeld,Öffentliche Verkehrsmittel,1900-01-01,9999-12-31,
49912,Heilmittel,,Sonst. Sprachtherapeut (Verwendung soweit abweichende landesrechtl. Vergütungsregelungen bestehen),,Hausbesuch/Wegegeld,Öffentliche Verkehrsmittel,1900-01-01,9999-12-31,
59912,Heilmittel,,Ergotherapeut,,Hausbesuch/Wegegeld,Öffentliche Verkehrsmittel,1900-01-01,9999-12-31,
69912,Heilmittel,,Krankenhaus,,Hausbesuch/Wegegeld,Öffentliche Verkehrsmittel,1900-01-01,9999-12-31,
79912,Heilmittel,,Podologe,,Hausbesuch/Wegegeld,Öffentliche Verkehrsmittel,1900-01-01,9999-12-31,
89912,Heilmittel,,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Hausbesuch/Wegegeld,Öffentliche Verkehrsmittel,1900-01-01,9999-12-31,
A9912,Heilmittel,,Leistungserbringer von Ernährungstherapie,,Hausbesuch/Wegegeld,Öffentliche Verkehrsmittel,1900-01-01,9999-12-31,
19913,Heilmittel,,"Masseur, Masseur und med. Bademeister",,Hausbesuch/Wegegeld,Hausbesuch eines Patienten (z. B. in einer Einrichtung/Gemeinschaft),1900-01-01,9999-12-31,
29913,Heilmittel,,Krankengymnast/ Physiotherapeut,,Hausbesuch/Wegegeld,Hausbesuch eines Patienten (z. B. in einer Einrichtung/Gemeinschaft),1900-01-01,9999-12-31,
39913,Heilmittel,,"Logopäde/ Sprachtherapeut/ Atem-, Sprech- und Stimmlehrer",,Hausbesuch/Wegegeld,Hausbesuch eines Patienten (z. B. in einer Einrichtung/Gemeinschaft),1900-01-01,9999-12-31,
49913,Heilmittel,,Sonst. Sprachtherapeut (Verwendung soweit abweichende landesrechtl. Vergütungsregelungen bestehen),,Hausbesuch/Wegegeld,Hausbesuch eines Patienten (z. B. in einer Einrichtung/Gemeinschaft),1900-01-01,9999-12-31,
59913,Heilmittel,,Ergotherapeut,,Hausbesuch/Wegegeld,Hausbesuch eines Patienten (z. B. in einer Einrichtung/Gemeinschaft),1900-01-01,9999-12-31,
69913,Heilmittel,,Krankenhaus,,Hausbesuch/Wegegeld,Hausbesuch eines Patienten (z. B. in einer Einrichtung/Gemeinschaft),1900-01-01,9999-12-31,
79913,Heilmittel,,Podologe,,Hausbesuch/Wegegeld,Hausbesuch eines Patienten (z. B. in einer Einrichtung/Gemeinschaft),1900-01-01,9999-12-31,
89913,Heilmittel,,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Hausbesuch/Wegegeld,Hausbesuch eines Patienten (z. B. in einer Einrichtung/Gemeinschaft),1900-01-01,9999-12-31,
A9913,Heilmittel,,Leistungserbringer von Ernährungstherapie,,Hausbesuch/Wegegeld,Hausbesuch eines Patienten (z. B. in einer Einrichtung/Gemeinschaft),1900-01-01,9999-12-31,
19914,Heilmittel,,"Masseur, Masseur und med. Bademeister",,Hausbesuch/Wegegeld,Hausbesuch (für mobile Krankengymnasten),1900-01-01,9999-12-31,
29914,Heilmittel,,Krankengymnast/ Physiotherapeut,,Hausbesuch/Wegegeld,Hausbesuch (für mobile Krankengymnasten),1900-01-01,9999-12-31,
39914,Heilmittel,,"Logopäde/ Sprachtherapeut/ Atem-, Sprech- und Stimmlehrer",,Hausbesuch/Wegegeld,Hausbesuch (für mobile Krankengymnasten),1900-01-01,9999-12-31,
49914,Heilmittel,,Sonst. Sprachtherapeut (Verwendung soweit abweichende landesrechtl. Vergütungsregelungen bestehen),,Hausbesuch/Wegegeld,Hausbesuch (für mobile Krankengymnasten),1900-01-01,9999-12-31,
59914,Heilmittel,,Ergotherapeut,,Hausbesuch/Wegegeld,Hausbesuch (für mobile Krankengymnasten),1900-01-01,9999-12-31,
69914,Heilmittel,,Krankenhaus,,Hausbesuch/Wegegeld,Hausbesuch (für mobile Krankengymnasten),1900-01-01,9999-12-31,
79914,Heilmittel,,Podologe,,Hausbesuch/Wegegeld,Hausbesuch (für mobile Krankengymnasten),1900-01-01,9999-12-31,
89914,Heilmittel,,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Hausbesuch/Wegegeld,Hausbesuch (für mobile Krankengymnasten),1900-01-01,9999-12-31,
A9914,Heilmittel,,Leistungserbringer von Ernährungstherapie,,Hausbesuch/Wegegeld,Hausbesuch (für mobile Krankengymnasten),1900-01-01,9999-12-31,
19915,Heilmittel,,"Masseur, Masseur und med. Bademeister",,Hausbesuch/Wegegeld,Hausbesuch eines weiteren Patienten,1900-01-01,9999-12-31,
29915,Heilmittel,,Krankengymnast/ Physiotherapeut,,Hausbesuch/Wegegeld,Hausbesuch eines weiteren Patienten,1900-01-01,9999-12-31,
39915,Heilmittel,,"Logopäde/ Sprachtherapeut/ Atem-, Sprech- und Stimmlehrer",,Hausbesuch/Wegegeld,Hausbesuch eines weiteren Patienten,1900-01-01,9999-12-31,
49915,Heilmittel,,Sonst. Sprachtherapeut (Verwendung soweit abweichende landesrechtl. Vergütungsregelungen bestehen),,Hausbesuch/Wegegeld,Hausbesuch eines weiteren Patienten,1900-01-01,9999-12-31,
59915,Heilmittel,,Ergotherapeut,,Hausbesuch/Wegegeld,Hausbesuch eines weiteren Patienten,1900-01-01,9999-12-31,
69915,Heilmittel,,Krankenhaus,,Hausbesuch/Wegegeld,Hausbesuch eines weiteren Patienten,1900-01-01,9999-12-31,
79915,Heilmittel,,Podologe,,Hausbesuch/Wegegeld,Hausbesuch eines weiteren Patienten,1900-01-01,9999-12-31,
89915,Heilmittel,,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Hausbesuch/Wegegeld,Hausbesuch eines weiteren Patienten,1900-01-01,9999-12-31,
A9915,Heilmittel,,Leistungserbringer von Ernährungstherapie,,Hausbesuch/Wegegeld,Hausbesuch eines weiteren Patienten,1900-01-01,9999-12-31,
69916,Heilmittel,,Podologe,,Hausbesuch/Wegegeld,Hausbesuch (KG),1900-01-01,9999-12-31,
69917,Heilmittel,,Podologe,,Hausbesuch/Wegegeld,Hausbesuch eines weiteren Patienten (KG),1900-01-01,9999-12-31,
69918,Heilmittel,,Podologe,,Hausbesuch/Wegegeld,Hausbesuch (Sprachtherapie),1900-01-01,9999-12-31,
69919,Heilmittel,,Podologe,,Hausbesuch/Wegegeld,Hausbesuch eines weiteren Patienten (Sprachtherapie),1900-01-01,9999-12-31,
69920,Heilmittel,,Podologe,,Hausbesuch/Wegegeld,Hausbesuch (Ergotherapie),1900-01-01,9999-12-31,
69921,Heilmittel,,Podologe,,Hausbesuch/Wegegeld,Hausbesuch eines weiteren Patienten (Ergotherapie),1900-01-01,9999-12-31,
19922,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister", 125 Abs. 1 SGB V,Hausbesuch/Wegegeld,"Hausbesuch in Kurzzeit-, Verhinderungs- und Tagespflege (Für Patienten, die sich in Kurzzeit- oder Verhinderungspflege i.S. des § 42 Abs. 1-3 SGB XI befinden oder im Rahmen der Tagespflege i.S. des § 41 Abs. 1 SGB XI behandelt werden)",1900-01-01,9999-12-31,GKV-SV
29922,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut, 125 Abs. 1 SGB V,Hausbesuch/Wegegeld,"Hausbesuch in Kurzzeit-, Verhinderungs- und Tagespflege (Für Patienten, die sich in Kurzzeit- oder Verhinderungspflege i.S. des § 42 Abs. 1-3 SGB XI befinden oder im Rahmen der Tagespflege i.S. des § 41 Abs. 1 SGB XI behandelt werden)",1900-01-01,9999-12-31,GKV-SV
39922,Heilmittel,,"Logopäde/ Sprachtherapeut/ Atem-, Sprech- und Stimmlehrer",,Hausbesuch/Wegegeld,Hausbesuch in Kurzzeit- Verhinderungs- und Tagespflege (Physiotherapie),1900-01-01,9999-12-31,
49922,Heilmittel,,Sonst. Sprachtherapeut (Verwendung soweit abweichende landesrechtl. Vergütungsregelungen bestehen),,Hausbesuch/Wegegeld,Hausbesuch in Kurzzeit- Verhinderungs- und Tagespflege (Physiotherapie),1900-01-01,9999-12-31,
59922,Heilmittel,,Ergotherapeut,,Hausbesuch/Wegegeld,Hausbesuch in Kurzzeit- Verhinderungs- und Tagespflege (Physiotherapie),1900-01-01,9999-12-31,
69922,Heilmittel,Physiotherapie,Krankenhaus, 125 Abs. 1 SGB V,Hausbesuch/Wegegeld,Hausbesuch in Kurzzeit- Verhinderungs- und Tagespflege (Physiotherapie),1900-01-01,9999-12-31,GKV-SV
79922,Heilmittel,,Podologe,,Hausbesuch/Wegegeld,Hausbesuch in Kurzzeit- Verhinderungs- und Tagespflege (Physiotherapie),1900-01-01,9999-12-31,
89922,Heilmittel,Physiotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,Hausbesuch/Wegegeld,Hausbesuch in Kurzzeit- Verhinderungs- und Tagespflege (Physiotherapie),1900-01-01,9999-12-31,GKV-SV
A9922,Heilmittel,,Leistungserbringer von Ernährungstherapie,,Hausbesuch/Wegegeld,Hausbesuch in Kurzzeit- Verhinderungs- und Tagespflege (Physiotherapie),1900-01-01,9999-12-31,
69923,Heilmittel,,Podologe,,Hausbesuch/Wegegeld,Wegegeld pausch. in geschl. Ortschaften (KG),1900-01-01,9999-12-31,
69924,Heilmittel,,Podologe,,Hausbesuch/Wegegeld,Wegegeld pausch. bei Überschreitung der Ortschaft (KG),1900-01-01,9999-12-31,
69925,Heilmittel,,Podologe,,Hausbesuch/Wegegeld,Wegegeld je Kilometer (KG),1900-01-01,9999-12-31,
69926,Heilmittel,,Podologe,,Hausbesuch/Wegegeld,Wegegeld pausch. in geschl. Ortschaften (Sprachtherapie),1900-01-01,9999-12-31,
69927,Heilmittel,,Podologe,,Hausbesuch/Wegegeld,Wegegeld pausch. bei Überschreitung der Ortschaft (Sprachtherapie),1900-01-01,9999-12-31,
69928,Heilmittel,,Podologe,,Hausbesuch/Wegegeld,Wegegeld je Kilometer (Sprachtherapie),1900-01-01,9999-12-31,
69929,Heilmittel,,Podologe,,Hausbesuch/Wegegeld,Wegegeld pausch. in geschl. Ortschaften (Ergotherapie),1900-01-01,9999-12-31,
69930,Heilmittel,,Podologe,,Hausbesuch/Wegegeld,Wegegeld pausch. bei Überschreitung der Ortschaft (Ergotherapie),1900-01-01,9999-12-31,
69931,Heilmittel,,Podologe,,Hausbesuch/Wegegeld,Wegegeld je Kilometer (Ergotherapie),1900-01-01,9999-12-31,
19932,Heilmittel,,"Masseur, Masseur und med. Bademeister",,Hausbesuch/Wegegeld,Hausbesuchspauschale bei Beratung zur Integration in das häusliche und soziale Umfeld,1900-01-01,9999-12-31,
29932,Heilmittel,,Krankengymnast/ Physiotherapeut,,Hausbesuch/Wegegeld,Hausbesuchspauschale bei Beratung zur Integration in das häusliche und soziale Umfeld,1900-01-01,9999-12-31,
39932,Heilmittel,,"Logopäde/ Sprachtherapeut/ Atem-, Sprech- und Stimmlehrer",,Hausbesuch/Wegegeld,Hausbesuchspauschale bei Beratung zur Integration in das häusliche und soziale Umfeld,1900-01-01,9999-12-31,
49932,Heilmittel,,Sonst. Sprachtherapeut (Verwendung soweit abweichende landesrechtl. Vergütungsregelungen bestehen),,Hausbesuch/Wegegeld,Hausbesuchspauschale bei Beratung zur Integration in das häusliche und soziale Umfeld,1900-01-01,9999-12-31,
59932,Heilmittel,Ergotherapie,Ergotherapeut, 125 Abs. 1 SGB V,Hausbesuch/Wegegeld,Mehraufwand für die Beratung zur Integration in das häusliche und soziale Umfeld,1900-01-01,9999-12-31,GKV-SV
69932,Heilmittel,Ergotherapie,Krankenhaus, 125 Abs. 1 SGB V,Hausbesuch/Wegegeld,Hausbesuchspauschale bei Beratung zur Integration in das häusliche und soziale Umfeld,1900-01-01,9999-12-31,GKV-SV
79932,Heilmittel,,Podologe,,Hausbesuch/Wegegeld,Hausbesuchspauschale bei Beratung zur Integration in das häusliche und soziale Umfeld,1900-01-01,9999-12-31,
89932,Heilmittel,Ergotherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,Hausbesuch/Wegegeld,Hausbesuchspauschale bei Beratung zur Integration in das häusliche und soziale Umfeld,1900-01-01,9999-12-31,GKV-SV
A9932,Heilmittel,,Leistungserbringer von Ernährungstherapie,,Hausbesuch/Wegegeld,Hausbesuchspauschale bei Beratung zur Integration in das häusliche und soziale Umfeld,1900-01-01,9999-12-31,
19933,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister", 125 Abs. 1 SGB V,Hausbesuch/Wegegeld,Hausbesuch inclusive Wegegeld (Einsatzpauschale),1900-01-01,9999-12-31,GKV-SV
29933,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut, 125 Abs. 1 SGB V,Hausbesuch/Wegegeld,Hausbesuch inclusive Wegegeld (Einsatzpauschale),1900-01-01,9999-12-31,GKV-SV
39933,Heilmittel,,"Logopäde/ Sprachtherapeut/ Atem-, Sprech- und Stimmlehrer",,Hausbesuch/Wegegeld,Hausbesuch inclusive Wegegeld (Einsatzpauschale),1900-01-01,9999-12-31,
49933,Heilmittel,,Sonst. Sprachtherapeut (Verwendung soweit abweichende landesrechtl. Vergütungsregelungen bestehen),,Hausbesuch/Wegegeld,Hausbesuch inclusive Wegegeld (Einsatzpauschale),1900-01-01,9999-12-31,
59933,Heilmittel,Ergotherapie,Ergotherapeut, 125 Abs. 1 SGB V,Hausbesuch/Wegegeld,Hausbesuch inclusive Wegegeld (Einsatzpauschale),1900-01-01,9999-12-31,GKV-SV
69933,Heilmittel,,Krankenhaus, 125 Abs. 1 SGB V,Hausbesuch/Wegegeld,Hausbesuch inclusive Wegegeld (Einsatzpauschale),1900-01-01,9999-12-31,GKV-SV
79933,Heilmittel,Podologie,Podologe, 125 Abs. 1 SGB V,Hausbesuch/Wegegeld,"Hausbesuch, ärztlich verordnet, inkl. Wegegeld",1900-01-01,9999-12-31,GKV-SV
89933,Heilmittel,,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,Hausbesuch/Wegegeld,Hausbesuch inclusive Wegegeld (Einsatzpauschale),1900-01-01,9999-12-31,GKV-SV
A9933,Heilmittel,,Leistungserbringer von Ernährungstherapie,,Hausbesuch/Wegegeld,Hausbesuch inclusive Wegegeld (Einsatzpauschale),1900-01-01,9999-12-31,
19934,Heilmittel,Physiotherapie,"Masseur, Masseur und med. Bademeister", 125 Abs. 1 SGB V,Hausbesuch/Wegegeld,Hausbesuch in einer sozialen Einrichtung/Gemeinschaft inclusive Wegegeld (Einsatzpauschale),1900-01-01,9999-12-31,GKV-SV
29934,Heilmittel,Physiotherapie,Krankengymnast/ Physiotherapeut, 125 Abs. 1 SGB V,Hausbesuch/Wegegeld,Hausbesuch in einer sozialen Einrichtung/Gemeinschaft inclusive Wegegeld (Einsatzpauschale),1900-01-01,9999-12-31,GKV-SV
39934,Heilmittel,,"Logopäde/ Sprachtherapeut/ Atem-, Sprech- und Stimmlehrer",,Hausbesuch/Wegegeld,Hausbesuch mehrerer Patienten (z.B. in einer Einrichtung/Gemeinschaft) inclusive Wegegeld (Einsatzpauschale),1900-01-01,9999-12-31,
49934,Heilmittel,,Sonst. Sprachtherapeut (Verwendung soweit abweichende landesrechtl. Vergütungsregelungen bestehen),,Hausbesuch/Wegegeld,Hausbesuch mehrerer Patienten (z.B. in einer Einrichtung/Gemeinschaft) inclusive Wegegeld (Einsatzpauschale),1900-01-01,9999-12-31,
59934,Heilmittel,Ergotherapie,Ergotherapeut, 125 Abs. 1 SGB V,Hausbesuch/Wegegeld,Hausbesuch in einer sozialen Einrichtung/Gemeinschaft inclusive Wegegeld (Einsatzpauschale),1900-01-01,9999-12-31,GKV-SV
69934,Heilmittel,,Krankenhaus, 125 Abs. 1 SGB V,Hausbesuch/Wegegeld,Hausbesuch mehrerer Patienten (z.B. in einer Einrichtung/Gemeinschaft) inclusive Wegegeld (Einsatzpauschale),1900-01-01,9999-12-31,GKV-SV
79934,Heilmittel,Podologie,Podologe, 125 Abs. 1 SGB V,Hausbesuch/Wegegeld,"Hausbesuch in soz. Einrichtung, inkl. Wegegeld",1900-01-01,9999-12-31,GKV-SV
89934,Heilmittel,,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,Hausbesuch/Wegegeld,Hausbesuch mehrerer Patienten (z.B. in einer Einrichtung/Gemeinschaft) inclusive Wegegeld (Einsatzpauschale),1900-01-01,9999-12-31,GKV-SV
A9934,Heilmittel,,Leistungserbringer von Ernährungstherapie,,Hausbesuch/Wegegeld,Hausbesuch mehrerer Patienten (z.B. in einer Einrichtung/Gemeinschaft) inclusive Wegegeld (Einsatzpauschale),1900-01-01,9999-12-31,
19935,Heilmittel,,"Masseur, Masseur und med. Bademeister",,Hausbesuch/Wegegeld,Hausbesuch inclusive Wegegeld (Einsatzpauschale; soweit in einem Vertrag abweichend von X9933 weitere Vergütungspositionen vereinbart sind),1900-01-01,9999-12-31,
29935,Heilmittel,,Krankengymnast/ Physiotherapeut,,Hausbesuch/Wegegeld,Hausbesuch inclusive Wegegeld (Einsatzpauschale; soweit in einem Vertrag abweichend von X9933 weitere Vergütungspositionen vereinbart sind),1900-01-01,9999-12-31,
39935,Heilmittel,,"Logopäde/ Sprachtherapeut/ Atem-, Sprech- und Stimmlehrer",,Hausbesuch/Wegegeld,Hausbesuch inclusive Wegegeld (Einsatzpauschale; soweit in einem Vertrag abweichend von X9933 weitere Vergütungspositionen vereinbart sind),1900-01-01,9999-12-31,
49935,Heilmittel,,Sonst. Sprachtherapeut (Verwendung soweit abweichende landesrechtl. Vergütungsregelungen bestehen),,Hausbesuch/Wegegeld,Hausbesuch inclusive Wegegeld (Einsatzpauschale; soweit in einem Vertrag abweichend von X9933 weitere Vergütungspositionen vereinbart sind),1900-01-01,9999-12-31,
59935,Heilmittel,,Ergotherapeut,,Hausbesuch/Wegegeld,Hausbesuch inclusive Wegegeld (Einsatzpauschale; soweit in einem Vertrag abweichend von X9933 weitere Vergütungspositionen vereinbart sind),1900-01-01,9999-12-31,
69935,Heilmittel,,Krankenhaus,,Hausbesuch/Wegegeld,Hausbesuch inclusive Wegegeld (Einsatzpauschale; soweit in einem Vertrag abweichend von X9933 weitere Vergütungspositionen vereinbart sind),1900-01-01,9999-12-31,
79935,Heilmittel,,Podologe,,Hausbesuch/Wegegeld,Hausbesuch inclusive Wegegeld (Einsatzpauschale; soweit in einem Vertrag abweichend von X9933 weitere Vergütungspositionen vereinbart sind),1900-01-01,9999-12-31,
89935,Heilmittel,,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Hausbesuch/Wegegeld,Hausbesuch inclusive Wegegeld (Einsatzpauschale; soweit in einem Vertrag abweichend von X9933 weitere Vergütungspositionen vereinbart sind),1900-01-01,9999-12-31,
A9935,Heilmittel,,Leistungserbringer von Ernährungstherapie,,Hausbesuch/Wegegeld,Hausbesuch inclusive Wegegeld (Einsatzpauschale; soweit in einem Vertrag abweichend von X9933 weitere Vergütungspositionen vereinbart sind),1900-01-01,9999-12-31,
19936,Heilmittel,,"Masseur, Masseur und med. Bademeister",,Hausbesuch/Wegegeld,Hausbesuch mehrerer Patienten (z.B. in einer Einrichtung/Gemeinschaft) inclusive Wegegeld (Einsatzpauschale; soweit in einem Vertrag abweichend von X9934 weitere Vergütungspositionen vereinbart sind),1900-01-01,9999-12-31,
29936,Heilmittel,,Krankengymnast/ Physiotherapeut,,Hausbesuch/Wegegeld,Hausbesuch mehrerer Patienten (z.B. in einer Einrichtung/Gemeinschaft) inclusive Wegegeld (Einsatzpauschale; soweit in einem Vertrag abweichend von X9934 weitere Vergütungspositionen vereinbart sind),1900-01-01,9999-12-31,
39936,Heilmittel,,"Logopäde/ Sprachtherapeut/ Atem-, Sprech- und Stimmlehrer",,Hausbesuch/Wegegeld,Hausbesuch mehrerer Patienten (z.B. in einer Einrichtung/Gemeinschaft) inclusive Wegegeld (Einsatzpauschale; soweit in einem Vertrag abweichend von X9934 weitere Vergütungspositionen vereinbart sind),1900-01-01,9999-12-31,
49936,Heilmittel,,Sonst. Sprachtherapeut (Verwendung soweit abweichende landesrechtl. Vergütungsregelungen bestehen),,Hausbesuch/Wegegeld,Hausbesuch mehrerer Patienten (z.B. in einer Einrichtung/Gemeinschaft) inclusive Wegegeld (Einsatzpauschale; soweit in einem Vertrag abweichend von X9934 weitere Vergütungspositionen vereinbart sind),1900-01-01,9999-12-31,
59936,Heilmittel,,Ergotherapeut,,Hausbesuch/Wegegeld,Hausbesuch mehrerer Patienten (z.B. in einer Einrichtung/Gemeinschaft) inclusive Wegegeld (Einsatzpauschale; soweit in einem Vertrag abweichend von X9934 weitere Vergütungspositionen vereinbart sind),1900-01-01,9999-12-31,
69936,Heilmittel,,Krankenhaus,,Hausbesuch/Wegegeld,Hausbesuch mehrerer Patienten (z.B. in einer Einrichtung/Gemeinschaft) inclusive Wegegeld (Einsatzpauschale; soweit in einem Vertrag abweichend von X9934 weitere Vergütungspositionen vereinbart sind),1900-01-01,9999-12-31,
79936,Heilmittel,,Podologe,,Hausbesuch/Wegegeld,Hausbesuch mehrerer Patienten (z.B. in einer Einrichtung/Gemeinschaft) inclusive Wegegeld (Einsatzpauschale; soweit in einem Vertrag abweichend von X9934 weitere Vergütungspositionen vereinbart sind),1900-01-01,9999-12-31,
89936,Heilmittel,,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Hausbesuch/Wegegeld,Hausbesuch mehrerer Patienten (z.B. in einer Einrichtung/Gemeinschaft) inclusive Wegegeld (Einsatzpauschale; soweit in einem Vertrag abweichend von X9934 weitere Vergütungspositionen vereinbart sind),1900-01-01,9999-12-31,
A9936,Heilmittel,,Leistungserbringer von Ernährungstherapie,,Hausbesuch/Wegegeld,Hausbesuch mehrerer Patienten (z.B. in einer Einrichtung/Gemeinschaft) inclusive Wegegeld (Einsatzpauschale; soweit in einem Vertrag abweichend von X9934 weitere Vergütungspositionen vereinbart sind),1900-01-01,9999-12-31,
19937,Heilmittel,,"Masseur, Masseur und med. Bademeister",,Hausbesuch/Wegegeld,Hausbesuch (Ernährungstherapie),1900-01-01,9999-12-31,
29937,Heilmittel,,Krankengymnast/ Physiotherapeut,,Hausbesuch/Wegegeld,Hausbesuch (Ernährungstherapie),1900-01-01,9999-12-31,
39937,Heilmittel,,"Logopäde/ Sprachtherapeut/ Atem-, Sprech- und Stimmlehrer",,Hausbesuch/Wegegeld,Hausbesuch (Ernährungstherapie),1900-01-01,9999-12-31,
49937,Heilmittel,,Sonst. Sprachtherapeut (Verwendung soweit abweichende landesrechtl. Vergütungsregelungen bestehen),,Hausbesuch/Wegegeld,Hausbesuch (Ernährungstherapie),1900-01-01,9999-12-31,
59937,Heilmittel,,Ergotherapeut,,Hausbesuch/Wegegeld,Hausbesuch (Ernährungstherapie),1900-01-01,9999-12-31,
69937,Heilmittel,Ernährungstherapie,Krankenhaus, 125 Abs. 1 SGB V,Hausbesuch/Wegegeld,Hausbesuch (Ernährungstherapie),1900-01-01,9999-12-31,GKV-SV
79937,Heilmittel,,Podologe,,Hausbesuch/Wegegeld,Hausbesuch (Ernährungstherapie),1900-01-01,9999-12-31,
88937,Heilmittel,Ernährungstherapie,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten, 125 Abs. 1 SGB V,Hausbesuch/Wegegeld,Hausbesuch (Ernährungstherapie),1900-01-01,9999-12-31,GKV-SV
A9937,Heilmittel,Ernährungstherapie,Leistungserbringer von Ernährungstherapie, 125 Abs. 1 SGB V,Hausbesuch/Wegegeld,"Ärztlich verordneter Hausbesuch – Wegegeld je Kilometer bis einschließlich 40 km (Eine Abrechnung ist nur in Verbindung mit der Pos.-Nr. X5001, X5002, X5003 und X5004 möglich)",1900-01-01,9999-12-31,GKV-SV
19938,Heilmittel,,"Masseur, Masseur und med. Bademeister",,Hausbesuch/Wegegeld,Hausbesuch eines weiteren Patienten (Ernährungstherapie),1900-01-01,9999-12-31,
29938,Heilmittel,,Krankengymnast/ Physiotherapeut,,Hausbesuch/Wegegeld,Hausbesuch eines weiteren Patienten (Ernährungstherapie),1900-01-01,9999-12-31,
39938,Heilmittel,,"Logopäde/ Sprachtherapeut/ Atem-, Sprech- und Stimmlehrer",,Hausbesuch/Wegegeld,Hausbesuch eines weiteren Patienten (Ernährungstherapie),1900-01-01,9999-12-31,
49938,Heilmittel,,Sonst. Sprachtherapeut (Verwendung soweit abweichende landesrechtl. Vergütungsregelungen bestehen),,Hausbesuch/Wegegeld,Hausbesuch eines weiteren Patienten (Ernährungstherapie),1900-01-01,9999-12-31,
59938,Heilmittel,,Ergotherapeut,,Hausbesuch/Wegegeld,Hausbesuch eines weiteren Patienten (Ernährungstherapie),1900-01-01,9999-12-31,
69938,Heilmittel,,Krankenhaus,,Hausbesuch/Wegegeld,Hausbesuch eines weiteren Patienten (Ernährungstherapie),1900-01-01,9999-12-31,
79938,Heilmittel,,Podologe,,Hausbesuch/Wegegeld,Hausbesuch eines weiteren Patienten (Ernährungstherapie),1900-01-01,9999-12-31,
89938,Heilmittel,,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Hausbesuch/Wegegeld,Hausbesuch eines weiteren Patienten (Ernährungstherapie),1900-01-01,9999-12-31,
A9938,Heilmittel,,Leistungserbringer von Ernährungstherapie,,Hausbesuch/Wegegeld,Hausbesuch eines weiteren Patienten (Ernährungstherapie),1900-01-01,9999-12-31,
19939,Heilmittel,,"Masseur, Masseur und med. Bademeister",,Hausbesuch/Wegegeld,Wegegeld pausch. in geschl. Ortschaften (Ernährungstherapie),1900-01-01,9999-12-31,
29939,Heilmittel,,Krankengymnast/ Physiotherapeut,,Hausbesuch/Wegegeld,Wegegeld pausch. in geschl. Ortschaften (Ernährungstherapie),1900-01-01,9999-12-31,
39939,Heilmittel,,"Logopäde/ Sprachtherapeut/ Atem-, Sprech- und Stimmlehrer",,Hausbesuch/Wegegeld,Wegegeld pausch. in geschl. Ortschaften (Ernährungstherapie),1900-01-01,9999-12-31,
49939,Heilmittel,,Sonst. Sprachtherapeut (Verwendung soweit abweichende landesrechtl. Vergütungsregelungen bestehen),,Hausbesuch/Wegegeld,Wegegeld pausch. in geschl. Ortschaften (Ernährungstherapie),1900-01-01,9999-12-31,
59939,Heilmittel,,Ergotherapeut,,Hausbesuch/Wegegeld,Wegegeld pausch. in geschl. Ortschaften (Ernährungstherapie),1900-01-01,9999-12-31,
69939,Heilmittel,,Krankenhaus,,Hausbesuch/Wegegeld,Wegegeld pausch. in geschl. Ortschaften (Ernährungstherapie),1900-01-01,9999-12-31,
79939,Heilmittel,,Podologe,,Hausbesuch/Wegegeld,Wegegeld pausch. in geschl. Ortschaften (Ernährungstherapie),1900-01-01,9999-12-31,
89939,Heilmittel,,Leistungserbringer von ambulanten Vorsorgeleistungen in anerkannten Kurorten,,Hausbesuch/Wegegeld,Wegegeld pausch. in geschl. Ortschaften (Ernährungstherapie),1900-01-01,9999-12-31,
